source_timestamp,actual_temp,predicted_temp,predicted_for,prediction_horizon_sec,threshold,trend,trend_slope,is_anomaly,window_avg,forecast_error,forecast_mae,ingested_at
2026-05-01T02:41:24.902079,32.25,31.94,2026-05-01T02:42:24.902079,60.0,35.0,stable,-0.0051,0,32.07,,,2026-05-01T02:41:24.904167Z
2026-05-01T02:41:27.712396,32.46,32.02,2026-05-01T02:42:27.712396,60.0,35.0,stable,-0.00732,0,32.2,,,2026-05-01T02:41:27.713752Z
2026-05-01T02:41:31.324970,32.91,32.13,2026-05-01T02:42:31.324970,60.0,35.0,stable,-0.013036,0,32.38,,,2026-05-01T02:41:31.325972Z
2026-05-01T02:41:34.567288,33.33,32.26,2026-05-01T02:42:34.567288,60.0,35.0,stable,-0.017836,0,32.57,,,2026-05-01T02:41:34.568232Z
2026-05-01T02:41:37.487888,33.51,32.4,2026-05-01T02:42:37.487888,60.0,35.0,stable,-0.01851,0,32.72,,,2026-05-01T02:41:37.489167Z
2026-05-01T02:41:41.383282,33.81,32.54,2026-05-01T02:42:41.383282,60.0,35.0,stable,-0.021107,0,32.88,,,2026-05-01T02:41:41.386619Z
2026-05-01T02:41:45.290671,33.84,32.68,2026-05-01T02:42:45.290671,60.0,35.0,stable,-0.019325,0,33.0,,,2026-05-01T02:41:45.291536Z
2026-05-01T02:41:47.800339,33.86,32.81,2026-05-01T02:42:47.800339,60.0,35.0,stable,-0.017583,0,33.1,,,2026-05-01T02:41:47.803676Z
2026-05-01T02:41:50.332918,33.96,32.92,2026-05-01T02:42:50.332918,60.0,35.0,stable,-0.017365,0,33.18,,,2026-05-01T02:41:50.335536Z
2026-05-01T02:41:53.833115,33.74,33.01,2026-05-01T02:42:53.833115,60.0,35.0,stable,-0.012125,0,33.23,,,2026-05-01T02:41:53.834667Z
2026-05-01T02:41:56.432257,33.88,34.6,2026-05-01T02:42:56.432257,60.0,35.0,stable,0.012006,0,33.29,,,2026-05-01T02:41:56.440383Z
2026-05-01T02:41:59.370960,33.94,32.1,2026-05-01T02:42:59.370960,60.0,35.0,stable,-0.030714,0,33.34,,,2026-05-01T02:41:59.374459Z
2026-05-01T02:42:02.379538,33.94,29.65,2026-05-01T02:43:02.379538,60.0,35.0,falling,-0.0715,0,33.38,,,2026-05-01T02:42:02.389745Z
2026-05-01T02:42:06.438894,33.93,29.57,2026-05-01T02:43:06.438894,60.0,35.0,falling,-0.072745,0,33.42,,,2026-05-01T02:42:06.447006Z
2026-05-01T02:42:09.800184,34.16,32.34,2026-05-01T02:43:09.800184,60.0,35.0,stable,-0.030266,0,33.46,,,2026-05-01T02:42:09.844376Z
2026-05-01T02:42:13.814303,33.87,32.8,2026-05-01T02:43:13.814303,60.0,35.0,stable,-0.017891,0,33.49,,,2026-05-01T02:42:13.821268Z
2026-05-01T02:42:17.231399,33.64,32.37,2026-05-01T02:43:17.231399,60.0,35.0,stable,-0.0211,0,33.5,,,2026-05-01T02:42:17.316862Z
2026-05-01T02:42:21.218304,33.8,32.99,2026-05-01T02:43:21.218304,60.0,35.0,stable,-0.013515,0,33.51,,,2026-05-01T02:42:21.229492Z
2026-05-01T02:42:25.681584,33.59,32.99,2026-05-01T02:43:25.681584,60.0,35.0,stable,-0.009948,0,33.52,,,2026-05-01T02:42:25.692737Z
2026-05-01T02:42:28.622255,33.48,32.92,2026-05-01T02:43:28.622255,60.0,35.0,stable,-0.009312,0,33.59,,,2026-05-01T02:42:28.632829Z
2026-05-01T02:42:31.966723,38.38,37.56,2026-05-01T02:43:31.966723,60.0,35.0,stable,-0.013685,1,33.9,,,2026-05-01T02:42:31.973205Z
2026-05-01T02:42:35.284701,36.22,37.82,2026-05-01T02:43:35.284701,60.0,35.0,stable,0.026609,1,34.09,,,2026-05-01T02:42:35.296757Z
2026-05-01T02:42:38.604139,32.3,33.16,2026-05-01T02:43:38.604139,60.0,35.0,stable,0.01436,0,34.06,,,2026-05-01T02:42:38.663022Z
2026-05-01T02:42:41.992553,31.82,29.76,2026-05-01T02:43:41.992553,60.0,35.0,stable,-0.034348,0,33.98,,,2026-05-01T02:42:41.998560Z
2026-05-01T02:42:46.043640,31.07,27.15,2026-05-01T02:43:46.043640,60.0,35.0,falling,-0.065294,0,33.86,,,2026-05-01T02:42:46.302644Z
2026-05-01T02:42:49.337736,30.18,25.58,2026-05-01T02:43:49.337736,60.0,35.0,falling,-0.076743,0,33.68,,,2026-05-01T02:42:49.345959Z
2026-05-01T02:42:52.071140,29.24,24.88,2026-05-01T02:43:52.071140,60.0,35.0,falling,-0.072681,0,33.45,,,2026-05-01T02:42:52.075349Z
2026-05-01T02:42:54.715806,28.29,24.94,2026-05-01T02:43:54.715806,60.0,35.0,falling,-0.055796,0,33.17,,,2026-05-01T02:42:54.742722Z
2026-05-01T02:42:58.838944,27.21,26.29,2026-05-01T02:43:58.838944,60.0,35.0,stable,-0.015277,0,32.83,,,2026-05-01T02:42:58.846764Z
2026-05-01T02:43:02.732781,26.53,28.89,2026-05-01T02:44:02.732781,60.0,35.0,stable,0.039328,0,32.47,,,2026-05-01T02:43:02.738884Z
2026-05-01T02:43:07.007555,25.64,30.91,2026-05-01T02:44:07.007555,60.0,35.0,rising,0.087913,0,32.06,,,2026-05-01T02:43:07.011851Z
2026-05-01T02:43:09.633923,24.68,32.04,2026-05-01T02:44:09.633923,60.0,35.0,rising,0.122739,0,31.6,,,2026-05-01T02:43:09.643913Z
2026-05-01T02:43:12.473573,23.94,32.61,2026-05-01T02:44:12.473573,60.0,35.0,rising,0.144551,0,31.1,,,2026-05-01T02:43:12.481827Z
2026-05-01T02:43:15.227075,23.72,32.95,2026-05-01T02:44:15.227075,60.0,35.0,rising,0.153752,0,30.59,,,2026-05-01T02:43:15.238208Z
2026-05-01T02:43:18.287523,23.54,33.12,2026-05-01T02:44:18.287523,60.0,35.0,rising,0.159727,0,30.06,,,2026-05-01T02:43:18.293827Z
2026-05-01T02:43:21.149437,23.46,33.22,2026-05-01T02:44:21.149437,60.0,35.0,rising,0.162742,0,29.54,,,2026-05-01T02:43:21.174798Z
2026-05-01T02:43:25.546777,23.24,33.23,2026-05-01T02:44:25.546777,60.0,35.0,rising,0.166486,0,29.02,,,2026-05-01T02:43:25.579775Z
2026-05-01T02:43:29.528249,23.23,33.23,2026-05-01T02:44:29.528249,60.0,28.0,rising,0.166657,0,28.49,,,2026-05-01T02:43:29.536052Z
2026-05-01T02:43:34.028629,23.5,33.31,2026-05-01T02:44:34.028629,60.0,34.5,rising,0.16351,0,27.98,,,2026-05-01T02:43:34.037833Z
2026-05-01T02:43:37.150823,24.09,33.54,2026-05-01T02:44:37.150823,60.0,34.5,rising,0.157574,0,27.51,,,2026-05-01T02:43:37.158164Z
2026-05-01T02:43:40.113624,25.18,34.04,2026-05-01T02:44:40.113624,60.0,34.5,rising,0.147585,1,26.85,,,2026-05-01T02:43:40.118048Z
2026-05-01T02:43:43.239224,25.64,34.52,2026-05-01T02:44:43.239224,60.0,34.5,rising,0.147943,0,26.32,,,2026-05-01T02:43:43.288141Z
2026-05-01T02:43:47.436543,26.33,33.94,2026-05-01T02:44:47.436543,60.0,34.5,rising,0.126763,0,26.03,,,2026-05-01T02:43:48.182809Z
2026-05-01T02:43:52.177784,27.35,33.75,2026-05-01T02:44:52.177784,60.0,34.5,rising,0.106723,0,25.8,,,2026-05-01T02:43:52.184140Z
2026-05-01T02:43:55.772404,28.46,34.42,2026-05-01T02:44:55.772404,60.0,34.5,rising,0.099284,0,25.67,,,2026-05-01T02:43:55.777602Z
2026-05-01T02:43:59.796120,29.53,35.69,2026-05-01T02:44:59.796120,60.0,34.5,rising,0.102727,0,25.64,,,2026-05-01T02:43:59.800580Z
2026-05-01T02:44:03.993804,30.51,37.05,2026-05-01T02:45:03.993804,60.0,34.5,rising,0.109059,0,25.7,,,2026-05-01T02:44:04.000264Z
2026-05-01T02:44:07.248449,34.64,39.33,2026-05-01T02:45:07.248449,60.0,34.5,rising,0.078158,1,26.02,,,2026-05-01T02:44:07.256144Z
2026-05-01T02:44:09.910768,31.59,40.01,2026-05-01T02:45:09.910768,60.0,34.5,rising,0.140294,0,26.24,,,2026-05-01T02:44:09.916376Z
2026-05-01T02:44:14.739124,32.22,40.67,2026-05-01T02:45:14.739124,60.0,34.5,rising,0.140856,0,26.52,,,2026-05-01T02:44:14.744572Z
2026-05-01T02:44:18.829083,32.67,41.27,2026-05-01T02:45:18.829083,60.0,34.5,rising,0.143349,0,26.88,,,2026-05-01T02:44:18.836727Z
2026-05-01T02:44:23.165839,32.91,41.76,2026-05-01T02:45:23.165839,60.0,34.5,rising,0.147544,0,27.29,,,2026-05-01T02:44:23.179584Z
2026-05-01T02:44:26.503924,33.1,42.16,2026-05-01T02:45:26.503924,60.0,34.5,rising,0.151064,0,27.75,,,2026-05-01T02:44:26.511974Z
2026-05-01T02:44:29.389712,33.3,42.5,2026-05-01T02:45:29.389712,60.0,34.5,rising,0.153412,0,28.22,,,2026-05-01T02:44:29.396324Z
2026-05-01T02:44:32.227079,33.38,42.77,2026-05-01T02:45:32.227079,60.0,34.5,rising,0.156455,0,28.72,,,2026-05-01T02:44:32.260026Z
2026-05-01T02:44:35.354222,33.3,42.92,2026-05-01T02:45:35.354222,60.0,34.5,rising,0.160312,0,29.21,,,2026-05-01T02:44:35.420670Z
2026-05-01T02:44:40.232882,33.55,42.05,2026-05-01T02:45:40.232882,60.0,34.5,rising,0.141584,0,29.72,,,2026-05-01T02:44:40.236192Z
2026-05-01T02:44:44.424488,33.61,41.99,2026-05-01T02:45:44.424488,60.0,34.5,rising,0.139715,0,30.24,,,2026-05-01T02:44:44.433188Z
2026-05-01T02:44:48.576247,33.56,41.49,2026-05-01T02:45:48.576247,60.0,34.5,rising,0.132118,0,30.75,,,2026-05-01T02:44:48.586560Z
2026-05-01T02:44:52.094098,33.72,39.08,2026-05-01T02:45:52.094098,60.0,34.5,rising,0.089356,0,31.23,,,2026-05-01T02:44:52.101443Z
2026-05-01T02:44:55.216005,33.78,34.68,2026-05-01T02:45:55.216005,60.0,34.5,stable,0.015083,0,31.66,,,2026-05-01T02:44:55.221579Z
2026-05-01T02:44:59.322283,33.67,31.38,2026-05-01T02:45:59.322283,60.0,34.5,stable,-0.038159,0,32.06,,,2026-05-01T02:44:59.329025Z
