source_timestamp,actual_temp,predicted_temp,predicted_for,prediction_horizon_sec,threshold,trend,trend_slope,is_anomaly,window_avg,forecast_error,forecast_mae,ingested_at
2026-05-01T02:41:24.902876,32.73,32.27,2026-05-01T02:42:24.902876,60.0,35.0,stable,-0.00765,0,32.46,,,2026-05-01T02:41:24.968762Z
2026-05-01T02:41:27.712903,32.99,32.38,2026-05-01T02:42:27.712903,60.0,35.0,stable,-0.010155,0,32.64,,,2026-05-01T02:41:27.833321Z
2026-05-01T02:41:31.325550,33.46,32.52,2026-05-01T02:42:31.325550,60.0,35.0,stable,-0.015679,0,32.84,,,2026-05-01T02:41:32.740528Z
2026-05-01T02:41:34.567887,33.55,32.66,2026-05-01T02:42:34.567887,60.0,35.0,stable,-0.014856,0,32.98,,,2026-05-01T02:41:34.601143Z
2026-05-01T02:41:37.488774,33.83,32.8,2026-05-01T02:42:37.488774,60.0,35.0,stable,-0.017191,0,33.12,,,2026-05-01T02:41:37.616496Z
2026-05-01T02:41:41.384476,34.02,32.93,2026-05-01T02:42:41.384476,60.0,35.0,stable,-0.018086,0,33.25,,,2026-05-01T02:41:41.504337Z
2026-05-01T02:41:45.291429,33.78,33.05,2026-05-01T02:42:45.291429,60.0,35.0,stable,-0.012166,0,33.32,,,2026-05-01T02:41:45.536757Z
2026-05-01T02:41:47.802054,33.57,33.14,2026-05-01T02:42:47.802054,60.0,35.0,stable,-0.007183,0,33.35,,,2026-05-01T02:41:47.931844Z
2026-05-01T02:41:50.333506,33.7,33.21,2026-05-01T02:42:50.333506,60.0,35.0,stable,-0.008135,0,33.38,,,2026-05-01T02:41:51.308049Z
2026-05-01T02:41:53.833762,33.77,33.27,2026-05-01T02:42:53.833762,60.0,35.0,stable,-0.008275,0,33.42,,,2026-05-01T02:41:54.069513Z
2026-05-01T02:41:56.434395,33.79,33.78,2026-05-01T02:42:56.434395,60.0,35.0,stable,-0.000106,0,33.45,,,2026-05-01T02:41:56.565659Z
2026-05-01T02:41:59.372752,33.84,33.0,2026-05-01T02:42:59.372752,60.0,35.0,stable,-0.013975,0,33.48,,,2026-05-01T02:41:59.542992Z
2026-05-01T02:42:02.384751,33.95,32.61,2026-05-01T02:43:02.384751,60.0,35.0,stable,-0.022318,0,33.51,,,2026-05-01T02:42:02.670145Z
2026-05-01T02:42:06.442137,33.7,32.47,2026-05-01T02:43:06.442137,60.0,35.0,stable,-0.020541,0,33.52,,,2026-05-01T02:42:07.218926Z
2026-05-01T02:42:09.808749,33.46,32.29,2026-05-01T02:43:09.808749,60.0,35.0,stable,-0.019492,0,33.52,,,2026-05-01T02:42:09.967628Z
2026-05-01T02:42:13.816767,33.48,32.88,2026-05-01T02:43:13.816767,60.0,35.0,stable,-0.010012,0,33.52,,,2026-05-01T02:42:13.946353Z
2026-05-01T02:42:17.272874,33.62,34.11,2026-05-01T02:43:17.272874,60.0,35.0,stable,0.008095,0,33.52,,,2026-05-01T02:42:17.587912Z
2026-05-01T02:42:21.222283,33.33,34.14,2026-05-01T02:43:21.222283,60.0,35.0,stable,0.013441,0,33.51,,,2026-05-01T02:42:21.283583Z
2026-05-01T02:42:25.683253,33.01,32.93,2026-05-01T02:43:25.683253,60.0,35.0,stable,-0.001289,0,33.49,,,2026-05-01T02:42:25.779458Z
2026-05-01T02:42:28.624252,37.88,37.42,2026-05-01T02:43:28.624252,60.0,35.0,stable,-0.007719,1,33.77,,,2026-05-01T02:42:28.761281Z
2026-05-01T02:42:31.968639,32.85,33.05,2026-05-01T02:43:31.968639,60.0,35.0,stable,0.00328,0,33.78,,,2026-05-01T02:42:32.419212Z
2026-05-01T02:42:35.289574,32.52,29.89,2026-05-01T02:43:35.289574,60.0,35.0,stable,-0.043854,0,33.76,,,2026-05-01T02:42:35.723678Z
2026-05-01T02:42:38.649649,32.26,27.6,2026-05-01T02:43:38.649649,60.0,35.0,falling,-0.077665,0,33.7,,,2026-05-01T02:42:38.789877Z
2026-05-01T02:42:41.994569,31.44,27.43,2026-05-01T02:43:41.994569,60.0,35.0,falling,-0.066915,0,33.59,,,2026-05-01T02:42:42.469816Z
2026-05-01T02:42:46.085698,30.57,27.99,2026-05-01T02:43:46.085698,60.0,35.0,stable,-0.042945,0,33.43,,,2026-05-01T02:42:46.424972Z
2026-05-01T02:42:49.341112,29.58,28.09,2026-05-01T02:43:49.341112,60.0,35.0,stable,-0.024753,0,33.21,,,2026-05-01T02:42:49.402678Z
2026-05-01T02:42:52.072758,28.81,28.28,2026-05-01T02:43:52.072758,60.0,35.0,stable,-0.008869,0,32.96,,,2026-05-01T02:42:52.207902Z
2026-05-01T02:42:54.743181,28.2,30.42,2026-05-01T02:43:54.743181,60.0,35.0,stable,0.037058,0,32.69,,,2026-05-01T02:42:55.086579Z
2026-05-01T02:42:58.842261,27.3,32.49,2026-05-01T02:43:58.842261,60.0,35.0,rising,0.08644,0,32.37,,,2026-05-01T02:42:59.550783Z
2026-05-01T02:43:02.734538,26.3,33.63,2026-05-01T02:44:02.734538,60.0,35.0,rising,0.122175,0,31.99,,,2026-05-01T02:43:02.783236Z
2026-05-01T02:43:07.009629,25.63,34.23,2026-05-01T02:44:07.009629,60.0,35.0,rising,0.143339,0,31.59,,,2026-05-01T02:43:07.092791Z
2026-05-01T02:43:09.635693,24.72,34.38,2026-05-01T02:44:09.635693,60.0,35.0,rising,0.160954,0,31.13,,,2026-05-01T02:43:10.241275Z
2026-05-01T02:43:12.475376,24.18,34.32,2026-05-01T02:44:12.475376,60.0,35.0,rising,0.168968,0,30.64,,,2026-05-01T02:43:12.592750Z
2026-05-01T02:43:15.232506,23.92,34.2,2026-05-01T02:44:15.232506,60.0,35.0,rising,0.171311,0,30.15,,,2026-05-01T02:43:15.726785Z
2026-05-01T02:43:18.293258,23.45,33.97,2026-05-01T02:44:18.293258,60.0,35.0,rising,0.175401,0,29.65,,,2026-05-01T02:43:18.432357Z
2026-05-01T02:43:21.166421,23.11,33.71,2026-05-01T02:44:21.166421,60.0,35.0,rising,0.176747,0,29.13,,,2026-05-01T02:43:21.315324Z
2026-05-01T02:43:25.574978,23.37,33.61,2026-05-01T02:44:25.574978,60.0,35.0,rising,0.17069,0,28.62,,,2026-05-01T02:43:25.820094Z
2026-05-01T02:43:29.531734,23.55,33.59,2026-05-01T02:44:29.531734,60.0,28.0,rising,0.167383,0,28.13,,,2026-05-01T02:43:29.676081Z
2026-05-01T02:43:34.030416,23.77,33.65,2026-05-01T02:44:34.030416,60.0,34.5,rising,0.164601,0,27.67,,,2026-05-01T02:43:34.120388Z
2026-05-01T02:43:37.153572,24.47,33.89,2026-05-01T02:44:37.153572,60.0,34.5,rising,0.157054,0,27.0,,,2026-05-01T02:43:37.284024Z
2026-05-01T02:43:40.115663,25.07,34.25,2026-05-01T02:44:40.115663,60.0,34.5,rising,0.152938,0,26.61,,,2026-05-01T02:43:41.347601Z
2026-05-01T02:43:43.263483,25.91,34.75,2026-05-01T02:44:43.263483,60.0,34.5,rising,0.147257,0,26.28,,,2026-05-01T02:43:43.411194Z
2026-05-01T02:43:47.477406,27.02,35.43,2026-05-01T02:44:47.477406,60.0,34.5,rising,0.14013,0,26.02,,,2026-05-01T02:43:48.519256Z
2026-05-01T02:43:52.179238,27.87,36.16,2026-05-01T02:44:52.179238,60.0,34.5,rising,0.138174,0,25.84,,,2026-05-01T02:43:52.696815Z
2026-05-01T02:43:55.775241,30.6,37.49,2026-05-01T02:44:55.775241,60.0,34.5,rising,0.114872,1,25.84,,,2026-05-01T02:43:55.917728Z
2026-05-01T02:43:59.798162,29.51,38.1,2026-05-01T02:44:59.798162,60.0,34.5,rising,0.143127,0,25.84,,,2026-05-01T02:44:00.340990Z
